"PinCode","Year","State","Population","Crime Rate"
"AL02906","2017","Elmore, AL","177","5"
"AL03000","1973","Escambia, AL","176","6"
"AL03000","1977","Escambia, AL","165","5"
"AL03000","1979","Escambia, AL","178","5"
"AL03000","1983","Escambia, AL","152","3"
"AL03000","1985","Escambia, AL","180","9"
"AL03000","1986","Escambia, AL","171","10"
"AL03000","1987","Escambia, AL","175","2"
"AL03000","1989","Escambia, AL","176","2"
"AL03000","1991","Escambia, AL","175","9"
"AL03000","1993","Escambia, AL","150","3"
"AL03000","1994","Escambia, AL","163","7"
"AL03000","1995","Escambia, AL","151","5"
"AL03000","1997","Escambia, AL","161","7"
"AL03000","2004","Escambia, AL","156","4"
"AL03000","2010","Escambia, AL","165","5"
"AL03000","2012","Escambia, AL","171","5"
"AL03001","1969","Escambia, AL","174","10"
"AL03001","1972","Escambia, AL","156","7"
"AL03001","1973","Escambia, AL","173","5"
"AL03001","1974","Escambia, AL","155","2"
"AL03001","1975","Escambia, AL","153","6"
"AL03001","1977","Escambia, AL","171","2"
"AL03001","1978","Escambia, AL","159","7"
"AL03001","1979","Escambia, AL","165","4"
"AL03001","1980","Escambia, AL","164","6"
"AL03001","1982","Escambia, AL","179","5"
"AL03001","1985","Escambia, AL","161","4"
"AL03001","1987","Escambia, AL","152","2"
"AL03001","1988","Escambia, AL","172","2"
"AL03001","1989","Escambia, AL","159","3"
"AL03001","1996","Escambia, AL","173","10"
"AL03001","1999","Escambia, AL","151","8"
"AL03001","2000","Escambia, AL","151","8"
"AL03001","2001","Escambia, AL","178","8"
"AL03001","2003","Escambia, AL","159","7"
"AL03001","2005","Escambia, AL","168","4"
"AL03001","2008","Escambia, AL","157","10"
"AL03001","2009","Escambia, AL","158","7"
"AL03001","2011","Escambia, AL","172","6"
"AL03001","2012","Escambia, AL","167","10"
"AL03001","2013","Escambia, AL","152","2"
"AL03001","2017","Escambia, AL","167","7"
"AL03002","1965","Escambia, AL","163","9"
"AL03002","1967","Escambia, AL","166","5"
"AL03002","1968","Escambia, AL","174","8"
"AL03002","1969","Escambia, AL","177","9"
"AL03002","1973","Escambia, AL","151","6"
"AL03002","1974","Escambia, AL","171","4"
"AL03002","1975","Escambia, AL","161","2"
"AL03002","1976","Escambia, AL","159","2"
"AL03002","1980","Escambia, AL","161","4"
"AL03002","1981","Escambia, AL","173","10"
"AL03002","1983","Escambia, AL","160","7"
"AL03002","1984","Escambia, AL","163","8"
"AL03002","1986","Escambia, AL","159","7"
"AL03002","1994","Escambia, AL","180","7"
"AL03002","1997","Escambia, AL","152","9"
"AL03002","2003","Escambia, AL","169","6"
"AL03002","2004","Escambia, AL","156","5"
"AL03002","2016","Escambia, AL","173","2"
"AL03003","1983","Escambia, AL","162","8"
"AL03003","1985","Escambia, AL","174","7"
"AL03003","2015","Escambia, AL","170","2"
"AL03004","1977","Escambia, AL","158","5"
"AL03004","1983","Escambia, AL","177","2"
"AL03004","2006","Escambia, AL","180","7"
"AL03004","2007","Escambia, AL","176","2"
"AL03004","2016","Escambia, AL","159","6"
"AL03004","2017","Escambia, AL","160","8"
"AL03100","1965","Etowah, AL","154","9"
"AL03100","1966","Etowah, AL","150","3"
"AL03100","1967","Etowah, AL","157","2"
"AL03100","1971","Etowah, AL","159","8"
"AL03100","1972","Etowah, AL","179","6"
"AL03100","1973","Etowah, AL","159","7"
"AL03100","1974","Etowah, AL","178","5"
"AL03100","1975","Etowah, AL","162","9"
"AL03100","1976","Etowah, AL","179","5"
"AL03100","1977","Etowah, AL","170","5"
"AL03100","1981","Etowah, AL","151","6"
"AL03100","1983","Etowah, AL","168","4"
"AL03100","1984","Etowah, AL","172","10"
"AL03100","1985","Etowah, AL","179","2"
"AL03100","1986","Etowah, AL","176","6"
"AL03100","1987","Etowah, AL","155","8"
"AL03100","1988","Etowah, AL","155","5"
"AL03100","1990","Etowah, AL","156","4"
"AL03100","1991","Etowah, AL","171","5"
"AL03100","1992","Etowah, AL","162","7"
"AL03100","1993","Etowah, AL","166","2"
"AL03100","1995","Etowah, AL","161","10"
"AL03100","1996","Etowah, AL","162","3"
"AL03100","1997","Etowah, AL","180","8"
"AL03100","1998","Etowah, AL","150","5"
"AL03100","1999","Etowah, AL","177","6"
"AL03100","2000","Etowah, AL","160","10"
"AL03100","2002","Etowah, AL","156","2"
"AL03100","2004","Etowah, AL","173","2"
"AL03100","2008","Etowah, AL","166","2"
"AL03100","2010","Etowah, AL","169","6"
"AL03100","2012","Etowah, AL","163","3"
"AL03100","2013","Etowah, AL","172","6"
"AL03100","2015","Etowah, AL","163","4"
"AL03100","2016","Etowah, AL","180","8"
"AL03100","2017","Etowah, AL","171","6"
"AL03101","1974","Etowah, AL","152","6"
"AL03101","1975","Etowah, AL","158","7"
"AL03101","1980","Etowah, AL","152","6"
"AL03101","1981","Etowah, AL","174","2"
"AL03101","1983","Etowah, AL","177","10"
"AL03101","1987","Etowah, AL","167","6"
"AL03101","1989","Etowah, AL","170","5"
"AL03101","1990","Etowah, AL","161","6"
"AL03101","1991","Etowah, AL","175","3"
"AL03101","1992","Etowah, AL","159","9"
"AL03101","1994","Etowah, AL","159","3"
"AL03101","1996","Etowah, AL","156","3"
"AL03101","1997","Etowah, AL","169","6"
"AL03101","1998","Etowah, AL","160","7"
"AL03101","1999","Etowah, AL","171","8"
"AL03101","2000","Etowah, AL","163","3"
"AL03101","2009","Etowah, AL","171","4"
"AL03102","1965","Etowah, AL","162","9"
"AL03102","1966","Etowah, AL","179","9"
"AL03102","1967","Etowah, AL","151","2"
"AL03102","1968","Etowah, AL","169","7"
"AL03102","1969","Etowah, AL","160","10"
"AL03102","1970","Etowah, AL","161","5"
"AL03102","1971","Etowah, AL","179","6"
"AL03102","1972","Etowah, AL","161","7"
"AL03102","1973","Etowah, AL","154","2"
"AL03102","1974","Etowah, AL","155","4"
"AL03102","1975","Etowah, AL","176","9"
"AL03102","1976","Etowah, AL","162","7"
"AL03102","1977","Etowah, AL","158","4"
"AL03102","1978","Etowah, AL","179","3"
"AL03102","1979","Etowah, AL","158","7"
"AL03102","1980","Etowah, AL","150","8"
"AL03102","1981","Etowah, AL","174","4"
"AL03102","1982","Etowah, AL","157","10"
"AL03102","1983","Etowah, AL","152","9"
"AL03102","1984","Etowah, AL","157","3"
"AL03102","1985","Etowah, AL","168","8"
"AL03102","1986","Etowah, AL","173","9"
"AL03102","1987","Etowah, AL","150","2"
"AL03102","1988","Etowah, AL","165","10"
"AL03102","1989","Etowah, AL","157","6"
"AL03102","1990","Etowah, AL","152","8"
"AL03102","1991","Etowah, AL","176","9"
"AL03102","1992","Etowah, AL","169","7"
"AL03102","1993","Etowah, AL","168","2"
"AL03102","1994","Etowah, AL","174","7"
"AL03102","1995","Etowah, AL","179","4"
"AL03102","1996","Etowah, AL","154","10"
"AL03102","1997","Etowah, AL","172","6"
"AL03102","1998","Etowah, AL","150","2"
"AL03102","1999","Etowah, AL","169","9"
"AL03102","2002","Etowah, AL","168","9"
"AL03102","2003","Etowah, AL","178","8"
"AL03102","2004","Etowah, AL","151","4"
"AL03102","2005","Etowah, AL","154","9"
"AL03102","2006","Etowah, AL","160","3"
"AL03102","2007","Etowah, AL","153","4"
"AL03102","2008","Etowah, AL","151","10"
"AL03102","2009","Etowah, AL","154","10"
"AL03102","2010","Etowah, AL","174","7"
"AL03102","2011","Etowah, AL","168","2"
"AL03102","2012","Etowah, AL","168","2"
"AL03102","2013","Etowah, AL","159","10"
"AL03102","2014","Etowah, AL","150","8"
"AL03102","2015","Etowah, AL","175","5"
"AL03102","2016","Etowah, AL","166","10"
"AL03102","2017","Etowah, AL","177","5"
"AL03104","1979","Etowah, AL","160","7"
"AL03104","1988","Etowah, AL","163","8"
"AL03104","1992","Etowah, AL","172","8"
"AL03105","1983","Etowah, AL","176","2"
"AL03105","1984","Etowah, AL","158","7"
"AL03105","1985","Etowah, AL","159","2"
"AL03105","1989","Etowah, AL","159","7"
"AL03105","1993","Etowah, AL","159","4"
"AL03105","2008","Etowah, AL","158","10"
"AL03105","2016","Etowah, AL","163","7"
"AL03106","2017","Etowah, AL","174","5"
"AL03107","1986","Etowah, AL","166","2"
"AL03107","1992","Etowah, AL","177","5"
"AL03107","2007","Etowah, AL","168","6"
"AL03107","2010","Etowah, AL","171","8"
"AL03108","1981","Etowah, AL","174","2"
"AL03200","1975","Fayette, AL","165","8"
"AL03200","1976","Fayette, AL","153","4"
"AL03200","1977","Fayette, AL","170","8"
"AL03200","1980","Fayette, AL","165","9"
"AL03200","1982","Fayette, AL","165","5"
"AL03200","1985","Fayette, AL","156","4"
"AL03200","1987","Fayette, AL","151","8"
"AL03200","1991","Fayette, AL","171","9"
"AL03200","1996","Fayette, AL","174","7"
"AL03200","1997","Fayette, AL","164","10"
"AL03200","2012","Fayette, AL","157","3"
"AL03201","1968","Fayette, AL","179","10"
"AL03201","1975","Fayette, AL","158","3"
"AL03201","1976","Fayette, AL","172","5"
"AL03201","1980","Fayette, AL","171","6"
"AL03201","1987","Fayette, AL","171","9"
"AL03201","1990","Fayette, AL","154","9"
"AL03201","1991","Fayette, AL","158","2"
"AL03201","1995","Fayette, AL","174","10"
"AL03201","2003","Fayette, AL","158","6"
"AL03201","2008","Fayette, AL","169","6"
"AL03202","2000","Fayette, AL","163","5"
"AL03300","1971","Franklin, AL","165","2"
"AL03300","1975","Franklin, AL","178","3"
"AL03300","1976","Franklin, AL","150","10"
"AL03300","1977","Franklin, AL","173","3"
"AL03300","1980","Franklin, AL","152","3"
"AL03300","1993","Franklin, AL","172","10"
"AL03300","1994","Franklin, AL","165","6"
"AL03300","1995","Franklin, AL","168","7"
"AL03300","1997","Franklin, AL","178","5"
"AL03300","1998","Franklin, AL","160","8"
"AL03300","1999","Franklin, AL","165","10"
"AL03300","2001","Franklin, AL","165","4"
"AL03300","2003","Franklin, AL","161","4"
"AL03300","2005","Franklin, AL","172","4"
"AL03300","2006","Franklin, AL","168","4"
"AL03300","2009","Franklin, AL","163","2"
"AL03300","2011","Franklin, AL","178","10"
"AL03300","2013","Franklin, AL","162","3"
"AL03300","2015","Franklin, AL","161","2"
"AL03300","2016","Franklin, AL","165","9"
"AL03301","1975","Franklin, AL","150","5"
"AL03301","1976","Franklin, AL","179","4"
"AL03301","1977","Franklin, AL","178","7"
"AL03301","1982","Franklin, AL","179","3"
"AL03301","1983","Franklin, AL","168","6"
"AL03301","1988","Franklin, AL","167","4"
"AL03301","1989","Franklin, AL","176","4"
"AL03301","1990","Franklin, AL","173","7"
"AL03301","1993","Franklin, AL","179","10"
"AL03301","1995","Franklin, AL","173","8"
"AL03301","2003","Franklin, AL","150","3"
"AL03301","2005","Franklin, AL","179","6"
"AL03301","2008","Franklin, AL","164","4"
"AL03301","2010","Franklin, AL","155","5"
"AL03301","2013","Franklin, AL","179","2"
"AL03301","2017","Franklin, AL","158","4"
"AL03303","1980","Franklin, AL","164","8"
"AL03303","2001","Franklin, AL","163","8"
"AL03400","1966","Geneva, AL","154","3"
"AL03400","1967","Geneva, AL","168","5"
"AL03400","1970","Geneva, AL","164","4"
"AL03400","1971","Geneva, AL","155","6"
"AL03400","1972","Geneva, AL","157","7"
"AL03400","1973","Geneva, AL","168","5"
"AL03400","1974","Geneva, AL","163","4"
"AL03400","1975","Geneva, AL","171","5"
"AL03400","1976","Geneva, AL","179","9"
"AL03400","1977","Geneva, AL","169","8"
"AL03400","1979","Geneva, AL","170","4"
"AL03400","1980","Geneva, AL","161","5"
"AL03400","1981","Geneva, AL","167","8"
"AL03400","1982","Geneva, AL","163","10"
"AL03400","1984","Geneva, AL","156","6"
"AL03400","1985","Geneva, AL","171","2"
"AL03400","1986","Geneva, AL","163","2"
"AL03400","1987","Geneva, AL","152","6"
"AL03400","1988","Geneva, AL","152","4"
"AL03400","1989","Geneva, AL","179","5"
"AL03400","1990","Geneva, AL","150","9"
"AL03400","1991","Geneva, AL","156","9"
"AL03400","1993","Geneva, AL","171","4"
"AL03400","1994","Geneva, AL","176","4"
"AL03400","1995","Geneva, AL","170","8"
"AL03400","1997","Geneva, AL","177","3"
"AL03400","1999","Geneva, AL","164","10"
"AL03400","2002","Geneva, AL","150","3"
"AL03400","2003","Geneva, AL","150","6"
"AL03400","2007","Geneva, AL","161","10"
"AL03400","2010","Geneva, AL","150","6"
"AL03400","2013","Geneva, AL","178","6"
"AL03400","2014","Geneva, AL","151","6"
"AL03400","2016","Geneva, AL","151","2"
"AL03401","1967","Geneva, AL","172","5"
"AL03401","1973","Geneva, AL","157","7"
"AL03401","1981","Geneva, AL","162","3"
"AL03401","1982","Geneva, AL","151","10"
"AL03401","1986","Geneva, AL","169","6"
"AL03401","1988","Geneva, AL","180","9"
"AL03401","1994","Geneva, AL","157","7"
"AL03401","2000","Geneva, AL","155","8"
"AL03401","2015","Geneva, AL","162","10"
"AL03402","1995","Geneva, AL","163","8"
"AL03402","2013","Geneva, AL","151","4"
"AL03403","1982","Geneva, AL","159","4"
"AL03403","1983","Geneva, AL","168","2"
"AL03403","2005","Geneva, AL","158","4"
"AL03404","1975","Geneva, AL","159","6"
"AL03404","1989","Geneva, AL","179","7"
"AL03500","1977","Greene, AL","156","10"
"AL03500","1978","Greene, AL","162","3"
"AL03500","1979","Greene, AL","161","2"
"AL03500","1980","Greene, AL","173","2"
"AL03500","1981","Greene, AL","163","7"
"AL03500","1982","Greene, AL","156","7"
"AL03500","1984","Greene, AL","171","5"
"AL03500","1986","Greene, AL","156","10"
"AL03500","1987","Greene, AL","152","5"
"AL03500","1990","Greene, AL","166","8"
"AL03500","1991","Greene, AL","175","4"
"AL03500","1992","Greene, AL","178","10"
"AL03500","1993","Greene, AL","156","8"
"AL03500","1994","Greene, AL","170","2"
"AL03500","1995","Greene, AL","176","5"
"AL03500","1996","Greene, AL","166","9"
"AL03500","1997","Greene, AL","175","7"
"AL03500","1998","Greene, AL","178","10"
"AL03500","1999","Greene, AL","160","9"
"AL03500","2001","Greene, AL","180","9"
"AL03500","2009","Greene, AL","180","10"
"AL03500","2011","Greene, AL","180","5"
"AL03500","2013","Greene, AL","166","7"
"AL03500","2014","Greene, AL","170","2"
"AL03501","1979","Greene, AL","167","8"
"AL03501","1984","Greene, AL","171","6"
"AL03501","1991","Greene, AL","172","7"
"AL03501","1996","Greene, AL","156","2"
"AL03501","1997","Greene, AL","170","7"
"AL03501","2002","Greene, AL","170","5"
"AL03501","2003","Greene, AL","163","3"
"AL03501","2004","Greene, AL","160","7"
"AL03501","2017","Greene, AL","174","4"
"AL03600","1965","Hale, AL","165","7"
"AL03600","1968","Hale, AL","167","3"
"AL03600","1971","Hale, AL","158","4"
"AL03600","1972","Hale, AL","162","8"
"AL03600","1973","Hale, AL","154","10"
"AL03600","1974","Hale, AL","164","7"
"AL03600","1975","Hale, AL","156","3"
"AL03600","1976","Hale, AL","168","5"
"AL03600","1977","Hale, AL","159","3"
"AL03600","1978","Hale, AL","163","8"
"AL03600","1979","Hale, AL","159","2"
"AL03600","1990","Hale, AL","161","8"
"AL03600","1992","Hale, AL","169","7"
"AL03600","1994","Hale, AL","150","5"
"AL03600","1995","Hale, AL","150","5"
"AL03600","1997","Hale, AL","161","9"
"AL03600","2005","Hale, AL","157","7"
"AL03600","2007","Hale, AL","179","4"
"AL03600","2008","Hale, AL","163","4"
"AL03600","2009","Hale, AL","153","4"
"AL03601","1977","Hale, AL","165","6"
"AL03601","1981","Hale, AL","153","8"
"AL03601","1985","Hale, AL","173","10"
"AL03601","1986","Hale, AL","176","3"
"AL03601","1988","Hale, AL","175","4"
"AL03601","2007","Hale, AL","150","6"
"AL03601","2009","Hale, AL","162","7"
"AL03700","1975","Henry, AL","150","8"
"AL03700","1976","Henry, AL","162","7"
"AL03700","1979","Henry, AL","174","7"
"AL03700","1990","Henry, AL","176","10"
"AL03700","1991","Henry, AL","174","7"
"AL03700","1994","Henry, AL","170","6"
"AL03700","1995","Henry, AL","168","7"
"AL03700","1996","Henry, AL","155","9"
"AL03700","1999","Henry, AL","153","4"
"AL03700","2000","Henry, AL","167","7"
"AL03700","2001","Henry, AL","178","7"
"AL03700","2003","Henry, AL","162","8"
"AL03700","2004","Henry, AL","153","2"
"AL03700","2008","Henry, AL","160","4"
"AL03700","2009","Henry, AL","180","5"
"AL03700","2010","Henry, AL","174","10"
"AL03700","2011","Henry, AL","163","3"
"AL03700","2012","Henry, AL","156","3"
"AL03700","2013","Henry, AL","178","2"
"AL03701","1969","Henry, AL","151","7"
"AL03701","1979","Henry, AL","180","9"
"AL03701","1981","Henry, AL","162","5"
"AL03701","1982","Henry, AL","164","2"
"AL03701","1984","Henry, AL","157","6"
"AL03701","1987","Henry, AL","167","3"
"AL03701","2010","Henry, AL","180","3"
"AL03701","2013","Henry, AL","162","4"
"AL03702","1975","Henry, AL","176","6"
"AL03702","1979","Henry, AL","175","2"
"AL03702","1984","Henry, AL","158","5"
"AL03702","1991","Henry, AL","179","7"
"AL03702","1994","Henry, AL","158","8"
"AL03702","2012","Henry, AL","171","2"
"AL03800","1965","Houston, AL","162","2"
"AL03800","1966","Houston, AL","164","10"
"AL03800","1967","Houston, AL","175","10"
"AL03800","1968","Houston, AL","164","2"
"AL03800","1969","Houston, AL","176","2"
"AL03800","1970","Houston, AL","170","8"
"AL03800","1975","Houston, AL","176","8"
"AL03800","1976","Houston, AL","154","4"
"AL03800","1978","Houston, AL","164","8"
"AL03800","1979","Houston, AL","167","6"
"AL03800","1980","Houston, AL","169","3"
"AL03800","1981","Houston, AL","162","3"
"AL03800","1983","Houston, AL","173","4"
"AL03800","1984","Houston, AL","168","2"
"AL03800","1987","Houston, AL","174","3"
"AL03800","1989","Houston, AL","164","8"
"AL03800","1990","Houston, AL","179","9"
"AL03800","1991","Houston, AL","150","3"
"AL03800","1992","Houston, AL","165","3"
"AL03800","1993","Houston, AL","168","9"
"AL03800","1995","Houston, AL","177","10"
"AL03800","1996","Houston, AL","164","4"
"AL03800","1997","Houston, AL","155","5"
"AL03800","1998","Houston, AL","164","3"
"AL03800","2000","Houston, AL","162","4"
"AL03800","2001","Houston, AL","171","6"
"AL03800","2003","Houston, AL","177","3"
"AL03800","2004","Houston, AL","168","9"
"AL03800","2007","Houston, AL","151","10"
"AL03800","2011","Houston, AL","150","10"
"AL03800","2012","Houston, AL","152","9"
"AL03800","2014","Houston, AL","156","8"
"AL03800","2015","Houston, AL","154","3"
"AL03800","2016","Houston, AL","156","8"
"AL03800","2017","Houston, AL","165","9"
"AL03801","1965","Houston, AL","178","9"
"AL03801","1966","Houston, AL","153","8"
"AL03801","1967","Houston, AL","152","10"
"AL03801","1968","Houston, AL","178","8"
"AL03801","1969","Houston, AL","170","4"
"AL03801","1970","Houston, AL","176","10"
"AL03801","1971","Houston, AL","161","2"
"AL03801","1972","Houston, AL","167","7"
"AL03801","1973","Houston, AL","178","6"
"AL03801","1974","Houston, AL","169","10"
"AL03801","1975","Houston, AL","153","4"
"AL03801","1976","Houston, AL","161","2"
"AL03801","1977","Houston, AL","152","10"
"AL03801","1978","Houston, AL","160","7"
"AL03801","1979","Houston, AL","151","2"
"AL03801","1980","Houston, AL","154","3"
"AL03801","1981","Houston, AL","162","6"
"AL03801","1982","Houston, AL","157","4"
"AL03801","1983","Houston, AL","161","9"
"AL03801","1984","Houston, AL","167","10"
"AL03801","1985","Houston, AL","162","4"
"AL03801","1986","Houston, AL","153","10"
"AL03801","1987","Houston, AL","168","2"
"AL03801","1988","Houston, AL","155","7"
"AL03801","1989","Houston, AL","167","10"
"AL03801","1990","Houston, AL","168","10"
"AL03801","1991","Houston, AL","150","5"
"AL03801","1992","Houston, AL","150","8"
"AL03801","1993","Houston, AL","161","7"
"AL03801","1994","Houston, AL","163","10"
"AL03801","1995","Houston, AL","172","10"
"AL03801","1996","Houston, AL","150","7"
"AL03801","1997","Houston, AL","165","2"
"AL03801","1998","Houston, AL","165","3"
"AL03801","1999","Houston, AL","164","9"
"AL03801","2000","Houston, AL","152","3"
"AL03801","2001","Houston, AL","172","4"
"AL03801","2002","Houston, AL","167","5"
"AL03801","2003","Houston, AL","173","7"
"AL03801","2004","Houston, AL","170","10"
"AL03801","2005","Houston, AL","180","8"
"AL03801","2006","Houston, AL","170","7"
"AL03801","2007","Houston, AL","151","9"
"AL03801","2008","Houston, AL","178","10"
"AL03801","2009","Houston, AL","155","3"
"AL03801","2010","Houston, AL","150","3"
"AL03801","2011","Houston, AL","161","7"
"AL03801","2012","Houston, AL","159","10"
"AL03801","2013","Houston, AL","177","10"
"AL03801","2014","Houston, AL","168","4"
"AL03801","2015","Houston, AL","157","3"
"AL03801","2016","Houston, AL","154","7"
"AL03801","2017","Houston, AL","157","7"
"AL03802","1994","Houston, AL","152","6"
"AL03900","1974","Jackson, AL","165","2"
"AL03900","1975","Jackson, AL","154","5"
"AL03900","1976","Jackson, AL","178","9"
"AL03900","1977","Jackson, AL","154","4"
"AL03900","1978","Jackson, AL","173","9"
"AL03900","1980","Jackson, AL","154","2"
"AL03900","1981","Jackson, AL","170","10"
"AL03900","1983","Jackson, AL","156","9"
"AL03900","1985","Jackson, AL","175","6"
"AL03900","1986","Jackson, AL","155","3"
"AL03900","1987","Jackson, AL","180","10"
"AL03900","1988","Jackson, AL","172","5"
"AL03900","1989","Jackson, AL","170","3"
"AL03900","1990","Jackson, AL","163","5"
"AL03900","1991","Jackson, AL","164","4"
"AL03900","1992","Jackson, AL","162","7"
"AL03900","1993","Jackson, AL","164","6"
"AL03900","1994","Jackson, AL","159","6"
"AL03900","1995","Jackson, AL","174","6"
"AL03900","1996","Jackson, AL","150","9"
"AL03900","1997","Jackson, AL","158","9"
"AL03900","1999","Jackson, AL","164","2"
"AL03900","2000","Jackson, AL","177","8"
"AL03900","2001","Jackson, AL","165","7"
"AL03900","2002","Jackson, AL","153","3"
"AL03900","2003","Jackson, AL","150","5"
"AL03900","2004","Jackson, AL","161","2"
"AL03900","2005","Jackson, AL","157","6"
"AL03900","2006","Jackson, AL","177","4"
"AL03900","2007","Jackson, AL","167","4"
"AL03900","2008","Jackson, AL","169","4"
"AL03900","2009","Jackson, AL","166","2"
"AL03900","2011","Jackson, AL","167","4"
"AL03900","2013","Jackson, AL","154","8"
"AL03900","2014","Jackson, AL","154","7"
"AL03900","2015","Jackson, AL","167","6"
"AL03901","1972","Jackson, AL","158","6"
"AL03901","1974","Jackson, AL","178","9"
"AL03901","1975","Jackson, AL","159","6"
"AL03901","1978","Jackson, AL","178","9"
"AL03901","1979","Jackson, AL","159","6"
"AL03901","1980","Jackson, AL","153","5"
"AL03901","1982","Jackson, AL","169","8"
"AL03901","1984","Jackson, AL","156","10"
"AL03901","1985","Jackson, AL","168","2"
"AL03901","1986","Jackson, AL","169","10"
"AL03901","1988","Jackson, AL","164","7"
"AL03901","1989","Jackson, AL","168","6"
"AL03901","1990","Jackson, AL","177","10"
"AL03901","1994","Jackson, AL","163","9"
"AL03901","1997","Jackson, AL","174","2"
"AL03901","1998","Jackson, AL","164","7"
"AL03901","2001","Jackson, AL","180","8"
"AL03901","2003","Jackson, AL","152","5"
"AL03901","2004","Jackson, AL","151","2"
"AL03901","2006","Jackson, AL","176","7"
"AL03901","2009","Jackson, AL","162","8"
"AL03902","1973","Jackson, AL","169","3"
"AL03902","1997","Jackson, AL","165","4"
"AL03902","1998","Jackson, AL","165","2"
"AL03902","2002","Jackson, AL","177","2"
"AL03904","1975","Jackson, AL","179","9"
"AL03904","1989","Jackson, AL","171","9"
"AL04000","1971","Lamar, AL","162","3"
"AL04000","1972","Lamar, AL","155","8"
"AL04000","1976","Lamar, AL","168","10"
"AL04000","1979","Lamar, AL","171","8"
"AL04000","1980","Lamar, AL","150","2"
"AL04000","1981","Lamar, AL","150","10"
"AL04100","1965","Lauderdale, AL","174","3"
"AL04100","1966","Lauderdale, AL","159","8"
"AL04100","1968","Lauderdale, AL","155","10"
"AL04100","1976","Lauderdale, AL","155","5"
"AL04100","1977","Lauderdale, AL","168","4"
"AL04100","1978","Lauderdale, AL","179","9"
"AL04100","1979","Lauderdale, AL","175","9"
"AL04100","1980","Lauderdale, AL","175","6"
"AL04100","1981","Lauderdale, AL","164","4"
"AL04100","1982","Lauderdale, AL","172","10"
"AL04100","1983","Lauderdale, AL","164","8"
"AL04100","1984","Lauderdale, AL","160","7"
"AL04100","1985","Lauderdale, AL","158","5"
"AL04100","1989","Lauderdale, AL","170","7"
"AL04100","1990","Lauderdale, AL","177","9"
"AL04100","1992","Lauderdale, AL","178","8"
"AL04100","1995","Lauderdale, AL","171","3"
"AL04100","1997","Lauderdale, AL","176","3"
"AL04100","1998","Lauderdale, AL","155","8"
"AL04100","1999","Lauderdale, AL","157","4"
"AL04100","2000","Lauderdale, AL","155","3"
"AL04100","2001","Lauderdale, AL","150","4"
"AL04100","2002","Lauderdale, AL","154","2"
"AL04100","2003","Lauderdale, AL","178","2"
"AL04100","2004","Lauderdale, AL","163","7"
"AL04100","2008","Lauderdale, AL","161","5"
"AL04100","2009","Lauderdale, AL","174","2"
"AL04100","2010","Lauderdale, AL","178","10"
"AL04100","2012","Lauderdale, AL","162","4"
"AL04100","2016","Lauderdale, AL","151","3"
"AL04101","1966","Lauderdale, AL","151","5"
"AL04101","1968","Lauderdale, AL","168","10"
"AL04101","1973","Lauderdale, AL","170","8"
"AL04101","1974","Lauderdale, AL","152","8"
"AL04101","1975","Lauderdale, AL","173","9"
"AL04101","1976","Lauderdale, AL","173","3"
"AL04101","1977","Lauderdale, AL","177","5"
"AL04101","1978","Lauderdale, AL","176","10"
"AL04101","1979","Lauderdale, AL","157","7"
"AL04101","1980","Lauderdale, AL","175","5"
"AL04101","1981","Lauderdale, AL","170","7"
"AL04101","1982","Lauderdale, AL","171","5"
"AL04101","1983","Lauderdale, AL","165","3"
"AL04101","1984","Lauderdale, AL","160","6"
"AL04101","1985","Lauderdale, AL","150","7"
"AL04101","1986","Lauderdale, AL","168","10"
"AL04101","1987","Lauderdale, AL","155","10"
"AL04101","1988","Lauderdale, AL","172","3"
"AL04101","1990","Lauderdale, AL","171","7"
"AL04101","1992","Lauderdale, AL","159","2"
"AL04101","1993","Lauderdale, AL","164","2"
"AL04101","1994","Lauderdale, AL","163","8"
"AL04101","1995","Lauderdale, AL","163","9"
"AL04101","1998","Lauderdale, AL","171","6"
"AL04101","2001","Lauderdale, AL","150","9"
"AL04101","2002","Lauderdale, AL","168","9"
"AL04101","2004","Lauderdale, AL","157","5"
"AL04101","2005","Lauderdale, AL","170","5"
"AL04101","2008","Lauderdale, AL","165","5"
"AL04101","2009","Lauderdale, AL","165","9"
"AL04101","2010","Lauderdale, AL","174","5"
"AL04101","2011","Lauderdale, AL","157","2"
"AL04101","2012","Lauderdale, AL","152","2"
"AL04101","2013","Lauderdale, AL","151","3"
"AL04101","2014","Lauderdale, AL","167","4"
"AL04101","2016","Lauderdale, AL","158","8"
"AL04101","2017","Lauderdale, AL","163","9"
"AL04106","2015","Lauderdale, AL","152","2"
"AL04107","1981","Lauderdale, AL","173","3"
"AL04200","1965","Lawrence, AL","178","8"
"AL04200","1966","Lawrence, AL","154","4"
"AL04200","1967","Lawrence, AL","172","2"
"AL04200","1968","Lawrence, AL","150","4"
"AL04200","1970","Lawrence, AL","150","7"
"AL04200","1971","Lawrence, AL","160","6"
"AL04200","1972","Lawrence, AL","177","2"
"AL04200","1973","Lawrence, AL","175","3"
"AL04200","1975","Lawrence, AL","161","2"
"AL04200","1976","Lawrence, AL","152","2"
"AL04200","1977","Lawrence, AL","178","7"
"AL04200","1978","Lawrence, AL","165","9"
"AL04200","1979","Lawrence, AL","153","7"
"AL04200","1980","Lawrence, AL","180","7"
"AL04200","1981","Lawrence, AL","168","3"
"AL04200","1982","Lawrence, AL","157","2"
